Coach,Team,Year,G,W,L,T,Coach_Win_Pct
Todd Haley,KAN,2010,16,10,6,0,0.625
Todd Haley,KAN,2011,13,5,8,0,0.3846
Tom Cable,RAI,2009,16,5,11,0,0.3125
Tom Cable,RAI,2010,16,8,8,0,0.5
Tom Coughlin,JAX,1995,16,4,12,0,0.25
Tom Coughlin,JAX,1996,16,9,7,0,0.5625
Tom Coughlin,JAX,1997,16,11,5,0,0.6875
Tom Coughlin,JAX,1998,16,11,5,0,0.6875
Tom Coughlin,JAX,1999,16,14,2,0,0.875
Tom Coughlin,JAX,2000,16,7,9,0,0.4375
Tom Coughlin,JAX,2001,16,6,10,0,0.375
Tom Coughlin,JAX,2002,16,6,10,0,0.375
Tom Coughlin,NYG,2004,16,6,10,0,0.375
Tom Coughlin,NYG,2005,16,11,5,0,0.6875
Tom Coughlin,NYG,2006,16,8,8,0,0.5
Tom Coughlin,NYG,2007,16,10,6,0,0.625
Tom Coughlin,NYG,2008,16,12,4,0,0.75
Tom Coughlin,NYG,2009,16,8,8,0,0.5
Tom Coughlin,NYG,2010,16,10,6,0,0.625
Tom Coughlin,NYG,2011,16,9,7,0,0.5625
Tom Coughlin,NYG,2012,16,9,7,0,0.5625
Tom Coughlin,NYG,2013,16,7,9,0,0.4375
Tom Coughlin,NYG,2014,16,6,10,0,0.375
Tom Coughlin,NYG,2015,16,6,10,0,0.375
Tom Flores,RAI,1979,16,9,7,0,0.5625
Tom Flores,RAI,1980,16,11,5,0,0.6875
Tom Flores,RAI,1981,16,7,9,0,0.4375
Tom Flores,RAI,1982,9,8,1,0,0.8889
Tom Flores,RAI,1983,16,12,4,0,0.75
Tom Flores,RAI,1984,16,11,5,0,0.6875
Tom Flores,RAI,1985,16,12,4,0,0.75
Tom Flores,RAI,1986,16,8,8,0,0.5
Tom Flores,RAI,1987,15,5,10,0,0.3333
Tom Flores,SEA,1992,16,2,14,0,0.125
Tom Flores,SEA,1993,16,6,10,0,0.375
Tom Flores,SEA,1994,16,6,10,0,0.375
Tom Landry,DAL,1970,14,10,4,0,0.7143
Tom Landry,DAL,1971,14,11,3,0,0.7857
Tom Landry,DAL,1972,14,10,4,0,0.7143
Tom Landry,DAL,1973,14,10,4,0,0.7143
Tom Landry,DAL,1974,14,8,6,0,0.5714
Tom Landry,DAL,1975,14,10,4,0,0.7143
Tom Landry,DAL,1976,14,11,3,0,0.7857
Tom Landry,DAL,1977,14,12,2,0,0.8571
Tom Landry,DAL,1978,16,12,4,0,0.75
Tom Landry,DAL,1979,16,11,5,0,0.6875
Tom Landry,DAL,1980,16,12,4,0,0.75
Tom Landry,DAL,1981,16,12,4,0,0.75
Tom Landry,DAL,1982,9,6,3,0,0.6667
Tom Landry,DAL,1983,16,12,4,0,0.75
Tom Landry,DAL,1984,16,9,7,0,0.5625
Tom Landry,DAL,1985,16,10,6,0,0.625
Tom Landry,DAL,1986,16,7,9,0,0.4375
Tom Landry,DAL,1987,15,7,8,0,0.4667
Tom Landry,DAL,1988,16,3,13,0,0.1875
Tommy Hudspeth,DET,1977,14,6,8,0,0.4286
Tommy Prothro,RAM,1971,14,8,5,1,0.6071
Tommy Prothro,RAM,1972,14,6,7,1,0.4643
Tommy Prothro,SDG,1974,14,5,9,0,0.3571
Tommy Prothro,SDG,1975,14,2,12,0,0.1429
Tommy Prothro,SDG,1976,14,6,8,0,0.4286
Tommy Prothro,SDG,1977,14,7,7,0,0.5
Tommy Prothro,SDG,1978,4,1,3,0,0.25
Tony Dungy,TAM,1996,16,6,10,0,0.375
Tony Dungy,TAM,1997,16,10,6,0,0.625
Tony Dungy,TAM,1998,16,8,8,0,0.5
Tony Dungy,TAM,1999,16,11,5,0,0.6875
Tony Dungy,TAM,2000,16,10,6,0,0.625
Tony Dungy,TAM,2001,16,9,7,0,0.5625
Tony Dungy,CLT,2002,16,10,6,0,0.625
Tony Dungy,CLT,2003,16,12,4,0,0.75
Tony Dungy,CLT,2004,16,12,4,0,0.75
Tony Dungy,CLT,2005,16,14,2,0,0.875
Tony Dungy,CLT,2006,16,12,4,0,0.75
Tony Dungy,CLT,2007,16,13,3,0,0.8125
Tony Dungy,CLT,2008,16,12,4,0,0.75
Tony Sparano,MIA,2008,16,11,5,0,0.6875
Tony Sparano,MIA,2009,16,7,9,0,0.4375
Tony Sparano,MIA,2010,16,7,9,0,0.4375
Tony Sparano,MIA,2011,13,4,9,0,0.3077
Urban Meyer,JAX,2021,13,2,11,0,0.1538
Vance Joseph,DEN,2017,16,5,11,0,0.3125
Vance Joseph,DEN,2018,16,6,10,0,0.375
Vic Fangio,DEN,2019,16,7,9,0,0.4375
Vic Fangio,DEN,2020,16,5,11,0,0.3125
Vic Fangio,DEN,2021,17,7,10,0,0.4118
Vince Tobin,CRD,1996,16,7,9,0,0.4375
Vince Tobin,CRD,1997,16,4,12,0,0.25
Vince Tobin,CRD,1998,16,9,7,0,0.5625
Vince Tobin,CRD,1999,16,6,10,0,0.375
Vince Tobin,CRD,2000,7,2,5,0,0.2857
Wade Phillips,DEN,1993,16,9,7,0,0.5625
Wade Phillips,DEN,1994,16,7,9,0,0.4375
Wade Phillips,BUF,1998,16,10,6,0,0.625
Wade Phillips,BUF,1999,16,11,5,0,0.6875
Wade Phillips,BUF,2000,16,8,8,0,0.5
Wade Phillips,DAL,2007,16,13,3,0,0.8125
Wade Phillips,DAL,2008,16,9,7,0,0.5625
Wade Phillips,DAL,2009,16,11,5,0,0.6875
Wade Phillips,DAL,2010,8,1,7,0,0.125
Wally Lemm,OTI,1970,14,3,10,1,0.25
Walt Michaels,NYJ,1977,14,3,11,0,0.2143
Walt Michaels,NYJ,1978,16,8,8,0,0.5
Walt Michaels,NYJ,1979,16,8,8,0,0.5
Walt Michaels,NYJ,1980,16,4,12,0,0.25
Walt Michaels,NYJ,1981,16,10,5,1,0.6562
Walt Michaels,NYJ,1982,9,6,3,0,0.6667
Wayne Fontes,DET,1989,16,7,9,0,0.4375
Wayne Fontes,DET,1990,16,6,10,0,0.375
Wayne Fontes,DET,1991,16,12,4,0,0.75
Wayne Fontes,DET,1992,16,5,11,0,0.3125
Wayne Fontes,DET,1993,16,10,6,0,0.625
Wayne Fontes,DET,1994,16,9,7,0,0.5625
Wayne Fontes,DET,1995,16,10,6,0,0.625
Wayne Fontes,DET,1996,16,5,11,0,0.3125
Weeb Ewbank,NYJ,1970,14,4,10,0,0.2857
Weeb Ewbank,NYJ,1971,14,6,8,0,0.4286
Weeb Ewbank,NYJ,1972,14,7,7,0,0.5
Weeb Ewbank,NYJ,1973,14,4,10,0,0.2857
Zac Taylor,CIN,2019,16,2,14,0,0.125
Zac Taylor,CIN,2020,16,4,11,1,0.2812
Zac Taylor,CIN,2021,17,10,7,0,0.5882
Zac Taylor,CIN,2022,16,12,4,0,0.75
Zac Taylor,CIN,2023,17,9,8,0,0.5294
Zac Taylor,CIN,2024,17,9,8,0,0.5294
